ID;total_price;Customer_id;Product_id;Date_id
4448;56,39;3198;140;462
4449;194,12;3754;109;375
4450;40,52;5748;183;94
4451;187,53;9567;109;294
4452;65,5;8974;120;2
4453;239,42;2839;146;382
4454;125,23;5951;146;210
4455;325,93;7969;324;238
4456;59,31;10138;18;382
4457;137,27;3016;80;465
4458;137,27;3652;80;465
4459;114,79;9151;258;482
4460;133,67;707;183;380
4461;52,35;2944;106;480
4462;352,72;525;18;386
4463;206,98;5896;88;475
4464;169,49;2680;109;370
4465;106,9;5313;339;418
4466;116,9;7636;339;438
4467;38,38;9765;13;244
4468;179,6;6685;339;241
4469;102,23;5785;18;338
4470;126,16;2637;146;459
4471;665,44;3022;74;490
4472;35;8808;13;247
4473;85,24;7671;109;381
4474;223,36;1825;120;442
4475;103,13;5147;41;417
4476;40,95;577;285;87
4477;168,23;2639;41;233
4478;1333,55;6245;68;224
4479;99,34;2255;285;232
4480;79,23;4584;203;466
4481;115,9;5374;93;77
4482;44,42;3333;89;24
4483;206,49;3420;203;397
4484;199,14;3590;140;406
4485;65,35;169;41;523
4486;25,96;5117;203;430
4487;31,73;5417;272;436
4488;160,55;8281;183;407
4489;49,74;4091;183;68
4490;115,8;3044;339;446
4491;201,65;8336;18;264
4492;40,29;6567;80;451
4493;208,6;6210;151;198
4494;134,76;5395;18;292
4495;80,1;9230;285;327
4496;70,1;4436;285;327
4497;57,41;10117;285;327
4498;63,89;2926;109;508
4499;200,91;4455;41;310
4500;107,59;2185;137;496
4501;49,69;10012;183;299
4502;304,28;8599;41;386
4503;114,79;799;258;503
4504;49,72;4441;285;29
4505;22,75;5895;146;259
4506;90,52;1939;285;460
4507;118,82;4458;41;466
4508;318,97;6787;339;441
4509;75,25;5674;203;411
4510;114,85;7887;339;440
4511;69,9;4407;285;445
4512;104,79;5980;72;52
4513;64,83;8117;236;72
4514;64,83;3008;236;72
4515;64,83;4962;236;72
4516;64,83;2853;236;72
4517;64,83;9508;236;72
4518;92,57;359;18;327
4519;46,09;8702;146;184
4520;288,08;4474;120;495
4521;77,35;565;41;106
4522;20,63;9647;41;106
4523;58,41;10471;89;505
4524;55,3;9265;285;399
4525;49,69;8177;89;161
4526;127,8;9099;146;416
4527;127,8;3869;146;416
4528;41,59;2961;18;186
4529;55,24;6540;18;312
4530;223,78;3917;18;135
4531;148,49;1976;120;400
4532;228,34;9089;137;500
4533;119,29;1384;324;328
4534;209,16;5229;285;328
4535;426,07;9456;74;363
4536;120,2;3910;80;289
4537;60,11;4242;80;289
4538;51,63;7389;93;289
4539;82,9;5944;93;386
4540;313,65;3580;72;515
4541;40,85;8013;339;158
4542;395,8;2791;146;500
4543;178,25;1297;330;286
4544;157,13;7902;93;254
4545;106,76;8745;203;460
4546;59,68;5745;18;116
4547;37,61;2427;146;433
4548;48,22;6779;272;425
4549;123,69;4476;18;369
4550;138,6;4663;109;466
4551;145,29;1677;89;180
4552;119,39;4305;18;502
4553;153,36;6269;339;436
4554;83,68;5227;109;511
4555;98,04;3709;285;435
4556;29,75;5420;18;295
4557;124,27;7701;137;352
4558;199,22;2442;339;476
4559;40,1;4874;80;357
4560;64,42;9718;272;111
4561;44,7;4392;288;309
4562;53,62;9932;272;259
4563;90,88;9856;285;368
4564;30,27;6145;146;82
4565;63,34;6403;18;112
4566;92,5;4601;137;373
4567;60,17;10165;339;505
4568;76,68;171;339;505
4569;34,24;69;339;507
4570;114,74;2634;93;304
4571;39,1;2942;120;272
4572;574,7;891;183;247
4573;133,48;2507;18;298
4574;128,59;1421;272;161
4575;136,27;2651;339;352
4576;129,06;1117;183;337
4577;127,03;2328;183;337
4578;712,25;2437;120;417
4579;54;4980;120;259
4580;108,53;36;60;517
4581;194,25;4455;146;380
4582;33,33;3253;93;475
4583;166,61;2853;89;244
4584;37,33;4795;183;465
4585;22,86;3554;146;469
4586;44,7;7857;288;277
4587;81,78;5123;41;117
4588;123,29;3340;13;201
4589;72,63;4096;18;43
4590;53,5;4345;285;219
4591;53,5;1422;285;219
4592;53,5;2298;285;219
4593;49,55;1472;89;125
4594;80,25;6899;41;6
4595;154,67;6632;41;334
4596;118,84;9059;285;355
4597;46,81;8305;151;464
4598;131,97;8075;18;247
4599;164,21;8706;339;88
4600;89,31;9034;60;300
4601;63,44;8900;183;431
4602;167,86;10375;251;455
4603;52,59;2523;285;197
4604;52,59;1134;285;197
4605;276,11;6743;120;86
4606;155,18;3199;292;232
4607;345,38;10488;41;423
4608;73,62;44;219;276
4609;368,6;10337;203;173
4610;381,17;4993;183;434
4611;32,72;3741;183;470
4612;12,36;5593;183;457
4613;63,11;5548;324;262
4614;71,14;4305;80;159
4615;53;1319;146;262
4616;62,8;5228;106;380
4617;62,8;4541;106;380
4618;57,63;1394;140;309
4619;439,68;537;120;488
4620;43,88;6202;285;412
4621;85,6;8556;106;346
4622;654,8;6519;285;335
4623;84,48;1868;137;385
4624;56,69;1004;139;221
4625;45,09;4492;272;316
4626;40,09;3346;272;316
4627;166,26;5344;272;218
4628;94,5;3578;139;443
4629;94,5;4236;139;443
4630;39,52;6066;146;110
4631;43;9613;89;315
4632;206,49;2025;203;401
4633;25,85;7376;93;199
4634;154,95;261;285;69
4635;303,36;2780;285;54
4636;101,98;5928;18;57
4637;93,35;9044;285;54
4638;85,6;1053;109;174
4639;61,11;7730;93;198
4640;112,29;2582;267;443
4641;84,01;3386;120;343
4642;99,1;8411;89;337
4643;102,87;9509;72;353
4644;81,14;3708;80;63
4645;215,47;2320;339;461
4646;224,2;8180;285;299
4647;96,65;7144;339;506
4648;24,06;2807;151;487
4649;24,06;4031;151;487
4650;24,06;20;151;487
4651;24,23;1466;13;471
4652;63,96;5904;272;91
4653;184,89;7495;72;455
4654;49,22;128;339;411
4655;141,58;9005;41;268
4656;41,46;4617;222;478
4657;131,28;1976;140;478
4658;175,87;5373;285;300
4659;414,18;2798;93;73
4660;205,26;862;109;337
4661;40,47;5548;120;117
4662;53,1;3564;106;266
4663;201,12;3281;123;478
4664;66,67;4238;203;295
4665;261,16;6351;120;295
4666;113,44;3585;137;138
4667;138,07;72;72;512
4668;31,42;3503;272;496
4669;428,7;8053;339;286
4670;429,41;9817;80;194
4671;107,6;5946;41;351
4672;122,4;5542;123;465
4673;122,4;3450;123;465
4674;80,75;5489;41;394
4675;66,29;8294;137;186
4676;67,5;5488;203;353
4677;67,5;4950;203;353
4678;91,18;4020;18;344
4679;113,72;5505;106;192
4680;74,17;4249;41;293
4681;134,83;3410;137;337
4682;35,22;2000;106;400
4683;33,13;1596;183;383
4684;155,98;6308;183;429
4685;59,42;8713;183;81
4686;48,09;3352;236;145
4687;83,23;6926;109;423
4688;139;8485;93;215
4689;70,6;7703;203;436
4690;54,43;1798;18;500
4691;101,73;2630;93;328
4692;55,31;3917;18;409
4693;56,54;369;288;515
4694;38;8470;120;367
4695;82,13;6707;74;427
4696;305,68;8406;93;349
4697;83,7;3457;285;329
4698;83,7;2077;285;329
4699;93,6;1606;109;363
4700;61,28;1658;13;332
4701;128,97;3216;146;433
4702;125,44;1660;339;507
4703;58,28;9804;82;481
4704;231,27;1451;18;208
4705;1025,48;660;89;375
4706;110,1;4302;93;436
4707;37,77;7226;272;343
4708;77,57;7115;203;197
4709;122,47;1306;285;376
4710;102,23;3479;18;300
4711;102,23;887;18;300
4712;180,27;8118;146;129
4713;82,88;9993;41;115
4714;138,92;305;146;386
4715;41,36;6265;109;488
4716;181,69;2925;123;437
4717;118,48;2155;89;412
4718;152,08;2598;8;232
4719;152,08;207;8;232
4720;103,25;6038;41;395
4721;37,79;2282;106;458
4722;144,11;3980;80;301
4723;127,02;8830;41;157
4724;66,42;5896;127;436
4725;147,15;8919;303;328
4726;116,94;7262;8;272
4727;63,56;9358;203;30
4728;77,24;3017;109;500
4729;97,9;6269;183;248
4730;64,42;6973;18;111
4731;30,79;9506;13;355
4732;120,61;3616;123;434
4733;120,61;4476;123;434
4734;56,69;5142;109;144
4735;237,6;353;89;484
4736;39,1;7675;41;300
4737;169,89;3251;203;197
4738;55,75;4943;183;197
4739;188,01;9854;72;377
4740;55;6063;106;304
4741;339,39;3199;89;284
4742;163,13;9449;41;415
4743;87,8;3444;80;150
4744;99,9;1696;339;425
4745;77,47;7048;285;295
4746;77,47;9988;285;295
4747;77,47;645;285;295
4748;107,1;4241;18;404
4749;89,66;5831;183;370
4750;49,53;1447;109;132
4751;101,73;5593;8;303
4752;112,73;3380;219;318
4753;76,85;3884;339;326
4754;76,33;9805;203;459
4755;212,52;3095;339;287
4756;171,55;2568;18;436
4757;24,6;4587;8;170
4758;288,71;5955;137;506
4759;55,75;8900;106;334
4760;487,38;8653;140;465
4761;96,74;3424;146;490
4762;121,55;5915;203;393
4763;910,07;3643;120;59
4764;44;1800;82;283
4765;116,36;1038;123;289
4766;249,18;4584;8;455
4767;23,1;2944;13;333
4768;71,35;4314;74;482
4769;216,15;3410;8;164
4770;68,04;4347;285;211
4771;115,94;3630;109;125
4772;60,37;2108;146;352
4773;67,33;8120;197;432
4774;67,33;3235;197;432
4775;14,89;5976;137;528
4776;278,37;9650;339;400
4777;165,8;5061;146;368
4778;141,53;2994;41;178
4779;191,51;5369;89;383
4780;24,71;10011;109;304
4781;70,53;9820;98;429
4782;60,38;10081;18;524
4783;142,12;3034;120;323
4784;27,39;6557;41;500
4785;66,07;3039;219;463
4786;77,57;3401;203;230
4787;117,85;2950;18;168
4788;114,79;4196;183;418
4789;30,86;1983;109;76
4790;335,89;5183;339;311
4791;158,09;10306;8;287
4792;139,1;5723;339;434
4793;116,46;10183;146;117
4794;302,91;3550;146;117
4795;93,3;9238;146;346
4796;38,01;10393;146;322
4797;103,81;2711;146;199
4798;103,81;1524;146;199
4799;225,67;5919;18;370
4800;53,58;4305;175;461
4801;53,58;9138;175;461
4802;53,58;1383;175;461
4803;318,4;3999;8;289
4804;118,03;9851;80;63
4805;151,42;1747;60;506
4806;41,72;533;183;122
4807;378,02;4114;72;300
4808;38,99;3996;13;338
4809;315,5;1877;146;402
4810;191,58;2820;183;134
4811;145,1;5373;82;59
4812;35,45;3368;272;482
4813;76,36;2545;146;200
4814;396,03;8610;139;225
4815;69,12;5462;251;524
4816;141,54;7290;120;198
4817;139,72;9977;146;244
4818;85,79;4285;41;376
4819;31,29;2841;106;460
4820;31,29;9853;106;460
4821;31,29;1686;106;460
4822;31,29;7739;106;460
4823;173,84;2154;109;233
4824;35,59;2739;272;427
4825;215,14;5743;146;364
4826;63,18;4935;203;140
4827;66,51;963;123;111
4828;66,51;7424;123;111
4829;137,9;9989;18;409
4830;50,74;5517;339;350
4831;51,69;5319;120;355
4832;104,09;1466;146;306
4833;30;620;272;168
4834;30;135;272;168
4835;66,66;3970;146;467
4836;78,19;1770;80;236
4837;159,6;1851;89;356
4838;67,36;9072;203;412
4839;188,69;5667;137;388
4840;76,33;5991;197;295
4841;196,24;2662;41;431
4842;161,71;3238;203;232
4843;151,72;3791;203;232
4844;85,85;7383;339;459
4845;104,37;9672;140;328
4846;24,83;4083;146;413
4847;768,99;5731;339;235
4848;44,17;2124;13;505
4849;19,67;2925;60;434
4850;122,76;6646;41;167
4851;3126,5;1778;311;252
4852;91,88;9049;267;416
4853;65,32;2876;41;401
4854;218,11;3408;18;211
4855;1240,85;5403;69;222
4856;109,68;5254;120;114
4857;63,9;6473;120;220
4858;222,9;660;120;388
4859;57,5;3328;109;295
4860;50,95;4355;146;60
4861;167,73;9506;41;358
4862;167,73;1459;41;358
4863;81,78;2443;18;37
4864;377,99;8916;183;362
4865;202,76;3353;41;186
4866;111,61;3491;203;487
4867;111,61;6058;203;487
4868;1353,28;9767;272;519
4869;38,53;6018;120;389
4870;45,53;5500;140;389
4871;45,53;3075;140;389
4872;29,34;10167;89;258
4873;79,38;3630;140;423
4874;79,38;1965;140;423
4875;79,38;8933;140;423
4876;152,17;4309;120;298
4877;54,51;343;285;294
4878;260,36;7006;120;310
4879;2124,78;10401;139;430
4880;68,44;4242;146;465
4881;27,7;5349;272;467
4882;46,8;7897;203;478
4883;46,8;5672;203;478
4884;46,8;8609;203;478
4885;46,8;9798;203;478
4886;46,8;9389;203;478
4887;46,8;9346;203;478
4888;46,13;8664;98;429
4889;93,65;4452;339;496
4890;108,86;5377;8;197
4891;121,11;3272;18;276
4892;121,11;1944;18;276
4893;103,55;996;18;304
4894;167,51;1627;18;125
4895;66,79;3760;89;287
4896;45,09;6662;272;305
4897;96,47;2026;109;488
4898;59,81;4582;183;472
4899;79,29;9818;18;388
4900;77,57;8558;203;218
4901;77,57;106;203;218
4902;59,36;9761;203;204
4903;189,26;7193;183;478
4904;62,57;6865;139;318
4905;121,31;10074;8;508
4906;58,41;5183;82;247
4907;77,06;7623;285;100
4908;77,06;3161;285;100
4909;58,62;2434;140;103
4910;110,32;8059;106;506
4911;66,89;3039;339;268
4912;125,88;438;123;87
4913;54,4;2453;146;472
4914;187,49;4281;109;346
4915;51,14;7696;272;215
4916;48,21;9827;80;492
4917;72,43;4576;106;339
4918;73,03;5174;183;290
4919;114,91;1077;80;258
4920;419,06;2917;203;17
4921;122,78;8430;41;364
4922;79,16;9661;18;284
4923;68,95;4455;140;381
4924;45,2;5209;109;501
4925;255,48;8235;88;527
4926;255,48;5833;91;527
4927;87,84;4078;109;357
4928;80,1;1172;109;301
4929;33,4;8378;13;358
4930;34,28;205;120;461
4931;31,75;6697;272;298
4932;75,07;4468;18;154
4933;273,24;6343;339;425
4934;108,39;3954;146;519
4935;423,27;753;146;476
4936;178,44;1307;8;153
4937;199,09;5374;285;44
4938;135,92;9079;41;198
4939;35,82;4299;41;149
4940;240,73;3629;109;97
4941;184,02;1457;18;491
4942;53,9;9401;203;419
4943;76,15;5615;146;481
4944;47,29;117;137;469
4945;88,5;9554;219;320
4946;114,33;10410;18;247
4947;191,75;3977;80;147
4948;59,46;6209;21;494
4949;33,71;9750;251;524
4950;1166,43;6432;197;301
4951;144,4;4231;285;36
4952;144,4;2208;285;36
4953;144,4;1941;285;36
4954;144,4;5438;285;36
4955;414,78;5734;339;406
4956;414,78;4048;339;406
4957;415,54;9892;339;345
4958;103,88;9051;21;295
4959;99,44;3547;21;295
4960;162,36;2463;21;521
4961;156,68;5171;272;397
4962;227,27;3346;21;168
4963;22,29;4358;41;413
4964;145,58;657;41;259
4965;157,46;8531;267;478
4966;119,94;5182;109;238
4967;1479,51;8039;69;276
4968;59,6;9912;120;321
4969;25;5947;258;375
4970;754,56;6878;197;88
4971;299,24;1346;21;88
4972;89,77;8008;146;265
4973;221,89;3454;41;264
4974;85,71;552;137;493
4975;211,47;7349;64;518
4976;121,09;2836;41;311
4977;190,09;9526;137;415
4978;145,53;550;339;334
4979;343,51;3280;123;506
4980;198,2;2056;183;478
4981;165,25;496;120;144
4982;136,5;3173;303;208
4983;374,85;2137;120;170
4984;126,11;4474;339;295
4985;43,11;1858;8;306
4986;61,01;3212;21;251
4987;142,14;2840;146;301
4988;106,16;3027;21;224
4989;35,49;5811;272;85
4990;20,19;7396;146;473
4991;53,58;6761;41;506
4992;210,28;3878;72;452
4993;223,54;5058;272;511
4994;57,85;6609;109;374
4995;52,35;4729;109;374
4996;101,64;1221;89;506
4997;94,1;4086;89;508
4998;109,08;5205;183;385
4999;30,28;5994;41;366
5000;113,62;10080;21;359
5001;96,8;10231;106;263
5002;269,25;9522;251;496
5003;38,91;1274;119;278
5004;143,83;3375;146;340
5005;77,99;1055;146;454
5006;81,02;7539;41;427
5007;157,22;2781;123;341
5008;74,28;3834;109;280
5009;58,59;4841;222;328
5010;131,8;10471;339;307
5011;206,98;4899;120;416
5012;143,48;4078;41;478
5013;75,27;3774;64;365
5014;17,39;9031;146;506
5015;69,95;3463;203;88
5016;208,91;5695;89;413
5017;104,19;8088;8;190
5018;38,34;3220;183;403
5019;172,37;3963;41;141
5020;146,12;5477;183;494
5021;84,3;2306;146;519
5022;49,87;2626;272;394
5023;71,83;4173;339;227
5024;78,22;8924;41;507
5025;65,97;558;64;523
5026;65,97;8676;64;523
5027;49,4;2808;120;295
5028;82,79;2637;339;511
5029;450,53;5690;91;317
5030;107,02;4332;146;187
5031;34,34;5993;137;59
5032;266,5;9744;219;515
5033;56,88;1112;21;464
5034;658,65;10347;41;351
5035;173,33;5389;80;161
5036;42,38;1549;8;394
5037;129,19;2670;146;462
5038;1371,88;2247;146;449
5039;144,2;2880;109;125
5040;29,09;5088;80;355
5041;88,19;5935;109;496
5042;87,24;8678;123;204
5043;75,53;1858;285;34
5044;56,63;8939;146;284
5045;241,37;5991;324;363
5046;98,34;2573;137;407
5047;182,34;8091;146;472
5048;67,63;3627;183;55
5049;37,76;4588;272;369
5050;64,6;293;137;304
5051;32,29;3971;146;427
5052;109,18;8112;21;365
5053;38,51;2438;89;520
5054;667,71;3307;197;67
5055;526,36;5987;183;343
5056;72,93;9838;285;315
5057;204,7;1565;339;140
5058;152,75;1534;146;428
5059;83,34;3002;41;380
5060;83,34;4074;41;380
5061;86,83;3769;41;301
5062;44,44;2202;183;425
5063;102,57;5951;8;409
5064;159,76;4499;8;253
5065;180,51;10246;41;245
5066;25,42;4433;285;112
5067;161,54;1210;339;152
5068;161,54;6012;339;152
5069;96,62;6600;109;370
5070;386,13;6232;74;283
5071;33,54;9266;21;435
5072;71,81;2769;339;365
5073;71,81;1645;339;365
5074;33,69;7349;327;506
5075;187,96;9717;41;248
5076;56,34;10180;120;79
5077;90,84;5316;146;52
5078;481,07;1934;120;75
5079;122,07;7533;183;213
5080;167,07;2619;120;331
5081;60,62;4156;183;518
5082;66,97;481;8;388
5083;89,25;4609;41;365
5084;34,78;8592;272;117
5085;64,62;3395;146;441
5086;60,75;4144;109;262
5087;99,16;9960;21;90
5088;60,59;2022;272;400
5089;65,87;2799;222;461
5090;129,22;2851;41;153
5091;239,44;10389;272;490
5092;41,69;2832;330;194
5093;121,09;9786;285;379
5094;37,85;8000;146;476
5095;63,64;3019;89;405
5096;31,38;9981;13;316
5097;187,67;6599;21;441
5098;68,7;8755;183;75
5099;72,43;2680;203;300
5100;74,5;9415;146;519
5101;50,15;4453;21;385
5102;76,76;6910;285;217
5103;82,73;539;183;295
5104;50,73;5518;89;518
5105;131,58;4903;21;506
5106;754,15;8804;146;417
5107;17,61;2841;80;403
5108;39,42;7201;324;120
5109;133,86;2278;41;293
5110;136,75;2841;21;439
5111;85,24;1371;8;341
5112;1221,28;2521;106;502
5113;197;4352;123;329
5114;40,53;1462;272;383
5115;16,54;3999;13;383
5116;32,09;8760;183;151
5117;56,78;587;339;265
5118;97,21;1178;303;276
5119;927,79;1529;339;399
5120;397,3;5378;8;258
5121;89,36;10463;21;382
5122;114,84;1195;13;346
5123;16,38;8382;120;458
5124;219,38;2769;146;515
5125;45,76;10327;21;228
5126;161,62;4254;72;277
5127;34;3233;13;306
5128;149,29;2608;339;313
5129;48,72;6892;21;375
5130;56,39;4150;339;427
5131;172,13;3364;251;421
5132;45,22;6427;146;418
5133;45,22;2308;146;418
5134;98,81;2221;13;159
5135;218,11;8174;21;213
5136;233,55;4620;80;304
5137;184,27;479;146;406
5138;365,37;5372;146;221
5139;76,95;9968;272;317
5140;46,91;1188;21;264
5141;51,92;1931;21;264
5142;36,68;6168;21;264
5143;870,4;3247;339;520
5144;180,53;10210;285;431
5145;101,73;4261;285;312
5146;545,17;3264;8;126
5147;22,7;4870;146;520
5148;34,68;8664;123;128
5149;43,61;5008;109;382
5150;43,61;2944;109;382
5151;436,49;1229;137;456
5152;36,95;5389;146;131
5153;59,88;7841;146;131
5154;114,84;10347;13;349
5155;194,59;2805;137;340
5156;65,17;8525;80;173
5157;103,55;4847;21;161
5158;179,35;2356;120;272
5159;35,09;5460;146;149
5160;393,07;6752;41;415
5161;33;3352;272;298
5162;54;7247;74;162
5163;41,77;3274;89;383
5164;143,27;19;183;405
5165;178,27;4334;268;302
5166;112,25;1189;140;499
5167;157,54;3006;41;283
5168;187,65;7797;123;201
5169;121,83;3842;123;489
5170;121,83;2992;123;489
5171;157,24;4388;339;437
5172;335,47;4785;268;311
5173;113,62;3498;21;246
5174;338,64;8647;303;232
5175;143,83;605;285;125
5176;66,01;4002;285;184
5177;66,01;1470;285;184
5178;66,01;4764;285;184
5179;132,59;8670;120;376
5180;62,25;1504;268;191
5181;136,5;1794;203;235
5182;30;2466;268;277
5183;137,48;3750;21;108
5184;94,61;8991;285;406
5185;39,88;5974;268;499
5186;20,29;9796;13;381
5187;44,69;5370;80;135
5188;436,49;3630;137;457
5189;115,71;3427;285;117
5190;81,21;8080;222;287
5191;81,21;1909;222;287
5192;183,63;5232;339;382
5193;85,52;2131;21;262
5194;27,09;4469;272;144
5195;338,74;4469;285;247
5196;53,1;3324;74;139
5197;89,7;5186;109;116
5198;154,75;6913;197;406
5199;168,17;3352;109;146
5200;143,49;3728;251;523
5201;31,75;1646;74;259
5202;54,76;1531;272;431
5203;99,84;9794;21;479
5204;99,84;893;21;479
5205;195,09;6247;183;303
5206;103,37;222;89;295
5207;155,23;9972;41;276
5208;126,33;3164;339;337
5209;45,22;2303;272;419
5210;71,14;3400;80;239
5211;67,5;1508;203;349
5212;117,63;8011;98;481
5213;348,8;940;272;264
5214;234,56;7255;91;202
5215;85,6;3050;203;111
5216;103,55;1872;21;205
5217;131,17;1981;183;196
5218;80,51;2215;109;373
5219;70,15;9176;21;381
5220;32,13;5790;272;477
5221;77,89;8141;21;435
5222;62,78;5923;123;417
5223;38,24;9388;137;472
5224;15,62;3432;26;14
5225;103,14;7462;21;374
5226;37,9;1526;137;317
5227;133,4;6399;21;301
5228;148,15;3174;285;439
5229;99,9;3369;339;424
5230;295,68;6214;339;286
5231;315,69;6041;74;478
5232;39,85;2543;285;246
5233;182,17;7783;8;139
5234;115,77;1970;183;466
5235;39,78;283;219;432
5236;39,78;3059;219;432
5237;39,78;2196;219;432
5238;36,35;2653;268;507
5239;124,5;3274;89;373
5240;1351,51;10423;269;224
5241;56,78;75;140;144
5242;97,71;2630;339;227
5243;180,71;5979;120;293
5244;36,78;2930;339;199
5245;27,84;8900;106;293
5246;27,84;3432;106;293
5247;77,89;6257;89;290
5248;140,02;6235;219;190
5249;105,83;663;8;76
5250;51,86;360;106;418
5251;51,86;2632;106;418
5252;195,91;1843;197;430
5253;65,01;4463;21;298
5254;365,32;3967;272;254
5255;69,8;842;109;258
5256;69,8;1016;109;258
5257;69,8;5062;109;258
5258;83,41;3918;60;370
5259;103,04;9888;89;407
5260;98,69;4157;8;126
5261;48,71;5115;285;85
5262;365,61;2156;268;120
5263;129,79;6174;183;298
5264;68,31;9804;285;453
5265;68,31;4466;285;453
5266;46,78;5824;183;341
5267;31,75;9290;339;266
5268;173,31;7789;268;228
5269;18,28;7438;285;516
5270;56,79;10287;74;294
5271;99,65;175;251;506
5272;82,42;3015;222;328
5273;276,52;10171;41;322
5274;242,1;78;21;318
5275;64,22;4662;21;405
5276;144,91;4412;120;149
5277;32,43;5375;109;521
5278;32,43;1061;109;521
5279;34,36;3936;21;183
5280;39,44;4150;21;183
5281;42,44;9759;21;183
5282;34,09;3162;272;286
5283;82,96;5147;41;500
5284;29,88;2091;109;459
5285;87,17;3144;285;305
5286;122,96;2664;137;208
5287;322,17;9868;285;106
5288;260,24;1832;89;409
5289;70,14;8703;41;306
5290;290,22;2240;21;407
5291;57,6;8240;197;274
5292;260,08;663;285;89
5293;128,9;1924;41;246
5294;80,67;8967;285;63
5295;82,38;3251;268;302
5296;169,09;2550;268;329
5297;284,9;1310;303;289
5298;72,75;3374;21;252
5299;99,34;10239;109;364
5300;818,12;1914;13;412
5301;85,14;3095;8;299
5302;50,65;5593;8;238
5303;354,02;5446;183;433
5304;97,13;10337;183;433
5305;41,47;942;80;487
5306;41,47;7525;80;487
5307;41,47;5734;80;487
5308;76,51;5348;41;502
5309;70,89;10295;203;464
5310;27,36;4121;41;418
5311;82,73;3504;285;520
5312;63,16;640;183;525
5313;98,24;6726;183;525
5314;98,24;1943;183;525
5315;170,23;5661;183;133
5316;72,09;7660;137;517
5317;77,89;5567;41;323
5318;165,7;8031;80;269
5319;45,28;4597;137;515
5320;218,1;2290;72;385
5321;204,34;4386;106;382
5322;137,68;5814;123;111
5323;55,32;2185;183;425
5324;61,11;2002;8;305
5325;156,73;3478;140;301
5326;170,19;9770;21;465
5327;98,9;2923;268;412
5328;182,39;515;268;358
5329;69,31;9098;21;415
5330;241,25;5585;123;299
5331;141,17;5245;303;155
5332;71,33;6029;109;416
5333;215,78;8169;219;495
5334;259,64;797;89;419
5335;193,98;3036;175;510
5336;22,29;8728;337;527
5337;133,9;6165;41;28
5338;42,78;111;272;382
5339;191,14;5049;106;323
5340;73,4;599;137;440
5341;43,25;3392;74;123
5342;116,89;1634;268;6
5343;161,01;8746;41;496
5344;102,12;6201;26;174
5345;28,42;3576;21;76
5346;96,65;2872;339;496
5347;64,44;8058;339;470
5348;46,52;9733;60;431
5349;158,7;2609;339;497
5350;92,57;10005;106;345
5351;478,33;5649;207;83
5352;38,01;7066;268;331
5353;38,01;1071;268;331
5354;215,14;904;339;376
5355;112,12;10071;268;296
5356;43,68;4082;41;287
5357;43,68;5981;41;287
5358;104,68;10471;72;411
5359;104,68;9453;72;411
5360;104,68;880;72;411
5361;132,3;7051;285;294
5362;378,33;2477;139;284
5363;85,11;6751;64;466
5364;33,69;7606;13;192
5365;387;2709;285;332
5366;38,72;2834;183;437
5367;37,37;1197;137;496
5368;84,24;2435;268;212
5369;84,24;8690;268;212
5370;23,29;3402;268;524
5371;191,12;3592;303;466
5372;94,14;1480;21;511
5373;79,47;2280;8;214
5374;77,71;4827;41;375
5375;108,3;2146;89;427
5376;186,54;3389;8;151
5377;156,64;4987;8;169
5378;27,77;9851;109;295
5379;47,3;6194;339;495
5380;182,69;9397;106;394
5381;54,98;4407;285;328
5382;102,96;9912;109;258
5383;56,78;3702;140;295
5384;171,19;10035;207;460
5385;75,07;8908;268;375
5386;30;1929;137;303
5387;102,03;3251;21;149
5388;93,2;1557;285;503
5389;130,84;5143;123;63
5390;78,73;2479;106;320
5391;154,66;1536;236;32
5392;266,5;5880;219;477
5393;266,5;1811;219;477
5394;415,54;3123;137;284
5395;41,84;8514;272;335
5396;41,84;5557;272;335
5397;186,27;4455;109;365
5398;217,64;5689;120;312
5399;38,68;6429;109;76
5400;132,59;5739;120;300
5401;38,93;665;13;406
5402;169,51;10425;21;436
5403;61,99;3419;183;475
5404;94,4;4169;268;307
5405;54,61;7065;109;193
5406;54,61;915;109;193
5407;54,61;883;109;193
5408;95,2;1941;21;462
5409;431,18;5342;139;193
5410;106,48;5180;8;298
5411;121,64;9409;109;332
5412;124,35;7903;109;332
5413;117,94;4150;249;289
5414;275,34;9597;249;310
5415;128,1;4100;82;158
5416;105,28;3387;21;203
5417;132,59;9513;41;277
5418;229,28;4243;339;513
5419;335,89;6145;339;260
5420;200,82;4044;60;411
5421;67,77;6804;8;146
5422;45,61;5191;41;262
5423;45,61;1787;41;262
5424;45,61;4245;41;262
5425;337,44;1322;272;217
5426;55,71;4337;21;392
5427;183,04;8391;268;322
5428;147,59;9931;207;520
5429;79,69;5184;98;303
5430;64;6166;207;306
5431;44,52;9917;109;43
5432;62,78;5552;339;302
5433;55;75;249;163
5434;24,42;1260;272;58
5435;29,75;2118;285;304
5436;73,34;921;203;191
5437;73,34;2807;203;191
5438;38,23;5076;268;500
5439;27,73;9699;89;57
5440;65,5;4823;249;244
5441;94,31;3909;285;230
5442;118,62;402;268;528
5443;73,75;9024;330;162
5444;88,78;2095;21;381
5445;201,2;6100;60;205
5446;805,75;902;197;488
5447;334,46;136;268;221
5448;32,38;10471;140;427
5449;116,24;5837;203;321
5450;25,9;1161;268;175
5451;48,21;440;268;475
5452;136,5;183;207;303
5453;97,76;5335;249;209
