id;zip;city;state
2910;11660;caraguatatuba;SP
2911;11661;caraguatatuba;SP
2912;11662;caraguatatuba;SP
2913;11664;caraguatatuba;SP
2914;11665;caraguatatuba;SP
2915;11666;caraguatatuba;SP
2916;11667;caraguatatuba;SP
2917;11668;caraguatatuba;SP
2918;11669;caraguatatuba;SP
2919;11670;caraguatatuba;SP
2920;11673;caraguatatuba;SP
2921;11674;caraguatatuba;SP
2922;11675;caraguatatuba;SP
2923;11676;caraguatatuba;SP
2924;11677;caraguatatuba;SP
2925;11680;ubatuba;SP
2926;11700;praia grande;SP
2927;11701;praia grande;SP
2928;11702;praia grande;SP
2929;11703;praia grande;SP
2930;11704;praia grande;SP
2931;11705;praia grande;SP
2932;11706;praia grande;SP
2933;11707;praia grande;SP
2934;11709;praia grande;SP
2935;11710;praia grande;SP
2936;11712;praia grande;SP
2937;11713;praia grande;SP
2938;11717;praia grande;SP
2939;11719;praia grande;SP
2940;11721;praia grande;SP
2941;11724;praia grande;SP
2942;11725;praia grande;SP
2943;11730;mongagua;SP
2944;11740;itanhaem;SP
2945;11750;peruibe;SP
2946;11760;itariri;SP
2947;11790;pedro de toledo;SP
2948;11800;juquia;SP
2949;11850;miracatu;SP
2950;11900;registro;SP
2951;11910;sete barras;SP
2952;11920;iguape;SP
2953;11925;ilha comprida;SP
2954;11930;pariquera-acu;SP
2955;11950;cajati;SP
2956;11960;eldorado;SP
2957;11990;cananeia;SP
2958;12010;taubate;SP
2959;12020;taubate;SP
2960;12030;taubate;SP
2961;12031;taubate;SP
2962;12032;taubate;SP
2963;12040;taubate;SP
2964;12041;taubate;SP
2965;12042;taubate;SP
2966;12043;taubate;SP
2967;12050;taubate;SP
2968;12051;taubate;SP
2969;12052;taubate;SP
2970;12053;taubate;SP
2971;12060;taubate;SP
2972;12061;taubate;SP
2973;12062;taubate;SP
2974;12070;taubate;SP
2975;12071;taubate;SP
2976;12072;taubate;SP
2977;12080;taubate;SP
2978;12081;taubate;SP
2979;12082;taubate;SP
2980;12086;taubate;SP
2981;12090;taubate;SP
2982;12091;taubate;SP
2983;12092;taubate;SP
2984;12120;tremembe;SP
2985;12210;sao jose dos campos;SP
2986;12211;sao jose dos campos;SP
2987;12212;sao jose dos campos;SP
2988;12213;sao jose dos campos;SP
2989;12214;sao jose dos campos;SP
2990;12215;sao jose dos campos;SP
2991;12216;sao jose dos campos;SP
2992;12220;sao jose dos campos;SP
2993;12221;sao jose dos campos;SP
2994;12223;sao jose dos campos;SP
2995;12224;sao jose dos campos;SP
2996;12225;sao jose dos campos;SP
2997;12226;sao jose dos campos;SP
2998;12227;sao jose dos campos;SP
2999;12228;sao jose dos campos;SP
3000;12229;sao jose dos campos;SP
3001;12230;sao jose dos campos;SP
3002;12231;sao jose dos campos;SP
3003;12232;sao jose dos campos;SP
3004;12233;sao jose dos campos;SP
3005;12234;sao jose dos campos;SP
3006;12235;sao jose dos campos;SP
3007;12236;sao jose dos campos;SP
3008;12237;sao jose dos campos;SP
3009;12238;sao jose dos campos;SP
3010;12239;sao jose dos campos;SP
3011;12240;sao jose dos campos;SP
3012;12241;sao jose dos campos;SP
3013;12242;sao jose dos campos;SP
3014;12243;sao jose dos campos;SP
3015;12244;sao jose dos campos;SP
3016;12245;sao jose dos campos;SP
3017;12246;sao jose dos campos;SP
3018;12247;sao jose dos campos;SP
3019;12248;sao jose dos campos;SP
3020;12250;monteiro lobato;SP
3021;12270;jambeiro;SP
3022;12280;cacapava;SP
3023;12281;cacapava;SP
3024;12282;cacapava;SP
3025;12283;cacapava;SP
3026;12284;cacapava;SP
3027;12285;cacapava;SP
3028;12286;cacapava;SP
3029;12287;cacapava;SP
3030;12288;cacapava;SP
3031;12289;cacapava;SP
3032;12301;jacarei;SP
3033;12305;jacarei;SP
3034;12306;jacarei;SP
3035;12307;jacarei;SP
3036;12308;jacarei;SP
3037;12309;jacarei;SP
3038;12310;jacarei;SP
3039;12312;jacarei;SP
3040;12315;jacarei;SP
3041;12316;jacarei;SP
3042;12320;jacarei;SP
3043;12322;jacarei;SP
3044;12323;jacarei;SP
3045;12324;jacarei;SP
3046;12325;jacarei;SP
3047;12327;jacarei;SP
3048;12328;jacarei;SP
3049;12329;jacarei;SP
3050;12332;jacarei;SP
3051;12333;jacarei;SP
3052;12334;jacarei;SP
3053;12335;jacarei;SP
3054;12341;jacarei;SP
3055;12380;santa branca;SP
3056;12400;pindamonhangaba;SP
3057;12402;pindamonhangaba;SP
3058;12405;pindamonhangaba;SP
3059;12410;pindamonhangaba;SP
3060;12411;pindamonhangaba;SP
3061;12412;pindamonhangaba;SP
3062;12414;pindamonhangaba;SP
3063;12420;pindamonhangaba;SP
3064;12421;pindamonhangaba;SP
3065;12422;pindamonhangaba;SP
3066;12440;pindamonhangaba;SP
3067;12443;pindamonhangaba;SP
3068;12445;pindamonhangaba;SP
3069;12446;pindamonhangaba;SP
3070;12460;campos do jordao;SP
3071;12490;sao bento do sapucai;SP
3072;12500;guaratingueta;SP
3073;12501;guaratingueta;SP
3074;12502;guaratingueta;SP
3075;12503;guaratingueta;SP
3076;12505;guaratingueta;SP
3077;12506;guaratingueta;SP
3078;12509;guaratingueta;SP
3079;12511;guaratingueta;SP
3080;12512;guaratingueta;SP
3081;12513;guaratingueta;SP
3082;12515;guaratingueta;SP
3083;12516;guaratingueta;SP
3084;12517;guaratingueta;SP
3085;12518;guaratingueta;SP
3086;12520;guaratingueta;SP
3087;12522;guaratingueta;SP
3088;12523;guaratingueta;SP
3089;12530;cunha;SP
3090;12570;aparecida;SP
3091;12580;roseira;SP
3092;12600;lorena;SP
3093;12602;lorena;SP
3094;12604;lorena;SP
3095;12606;lorena;SP
3096;12607;lorena;SP
3097;12608;lorena;SP
3098;12609;lorena;SP
3099;12620;piquete;SP
3100;12630;cachoeira paulista;SP
3101;12690;silveiras;SP
3102;12701;cruzeiro;SP
3103;12702;cruzeiro;SP
3104;12703;cruzeiro;SP
3105;12704;cruzeiro;SP
3106;12705;cruzeiro;SP
3107;12711;cruzeiro;SP
3108;12721;cruzeiro;SP
3109;12722;cruzeiro;SP
3110;12770;pinheiros;SP
3111;12800;queluz;SP
3112;12900;braganca paulista;SP
3113;12902;braganca paulista;SP
3114;12903;braganca paulista;SP
3115;12906;braganca paulista;SP
3116;12908;braganca paulista;SP
3117;12910;braganca paulista;SP
3118;12912;braganca paulista;SP
3119;12914;braganca paulista;SP
3120;12916;braganca paulista;SP
3121;12917;braganca paulista;SP
3122;12918;braganca paulista;SP
3123;12919;braganca paulista;SP
3124;12922;braganca paulista;SP
3125;12924;braganca paulista;SP
3126;12926;braganca paulista;SP
3127;12929;braganca paulista;SP
3128;12940;atibaia;SP
3129;12941;atibaia;SP
3130;12942;atibaia;SP
3131;12943;atibaia;SP
3132;12944;atibaia;SP
3133;12945;atibaia;SP
3134;12946;atibaia;SP
3135;12947;atibaia;SP
3136;12949;atibaia;SP
3137;12950;atibaia;SP
3138;12951;atibaia;SP
3139;12952;atibaia;SP
3140;12953;atibaia;SP
3141;12954;atibaia;SP
3142;12955;bom jesus dos perdoes;SP
3143;12960;nazare paulista;SP
3144;12970;piracaia;SP
3145;12980;joanopolis;SP
3146;12990;pedra bela;SP
3147;12995;pinhalzinho;SP
3148;13010;campinas;SP
3149;13012;campinas;SP
3150;13013;campinas;SP
3151;13015;campinas;SP
3152;13020;campinas;SP
3153;13023;campinas;SP
3154;13024;campinas;SP
3155;13025;campinas;SP
3156;13026;campinas;SP
3157;13030;campinas;SP
3158;13031;campinas;SP
3159;13032;campinas;SP
3160;13033;campinas;SP
3161;13035;campinas;SP
3162;13036;campinas;SP
3163;13040;campinas;SP
3164;13041;campinas;SP
3165;13042;campinas;SP
3166;13043;campinas;SP
3167;13044;campinas;SP
3168;13045;campinas;SP
3169;13046;campinas;SP
3170;13049;campinas;SP
3171;13050;campinas;SP
3172;13051;campinas;SP
3173;13052;campinas;SP
3174;13053;campinas;SP
3175;13054;campinas;SP
3176;13056;campinas;SP
3177;13057;campinas;SP
3178;13058;campinas;SP
3179;13059;campinas;SP
3180;13060;campinas;SP
3181;13061;campinas;SP
3182;13063;campinas;SP
3183;13064;campinas;SP
3184;13065;campinas;SP
3185;13067;campinas;SP
3186;13068;campinas;SP
3187;13069;campinas;SP
3188;13070;campinas;SP
3189;13073;campinas;SP
3190;13075;campinas;SP
3191;13076;campinas;SP
3192;13077;campinas;SP
3193;13080;campinas;SP
3194;13081;campinas;SP
3195;13082;campinas;SP
3196;13083;campinas;SP
3197;13084;campinas;SP
3198;13085;campinas;SP
3199;13087;campinas;SP
3200;13088;campinas;SP
3201;13090;campinas;SP
3202;13091;campinas;SP
3203;13092;campinas;SP
3204;13097;campinas;SP
3205;13098;campinas;SP
3206;13099;campinas;SP
3207;13101;campinas;SP
3208;13104;campinas;SP
3209;13105;campinas;SP
3210;13106;campinas;SP
3211;13107;campinas;SP
3212;13140;paulinia;SP
3213;13141;paulinia;SP
3214;13142;paulinia;SP
3215;13144;paulinia;SP
3216;13145;paulinia;SP
3217;13146;paulinia;SP
3218;13148;paulinia;SP
3219;13150;cosmopolis;SP
3220;13160;artur nogueira;SP
3221;13165;engenheiro coelho;SP
3222;13170;sumare;SP
3223;13171;sumare;SP
3224;13172;sumare;SP
3225;13173;sumare;SP
3226;13174;sumare;SP
3227;13175;sumare;SP
3228;13177;sumare;SP
3229;13178;sumare;SP
3230;13179;sumare;SP
3231;13180;sumare;SP
3232;13181;sumare;SP
3233;13183;hortolandia;SP
3234;13184;hortolandia;SP
3235;13185;hortolandia;SP
3236;13186;hortolandia;SP
3237;13187;hortolandia;SP
3238;13188;hortolandia;SP
3239;13189;hortolandia;SP
3240;13190;monte mor;SP
3241;13201;jundiai;SP
3242;13202;jundiai;SP
3243;13203;jundiai;SP
3244;13205;jundiai;SP
3245;13206;jundiai;SP
3246;13207;jundiai;SP
3247;13208;jundiai;SP
3248;13209;jundiai;SP
3249;13210;jundiai;SP
3250;13211;jundiai;SP
3251;13212;jundiai;SP
3252;13213;jundiai;SP
3253;13214;jundiai;SP
3254;13215;jundiai;SP
3255;13216;jundiai;SP
3256;13218;jundiai;SP
3257;13219;jundiai;SP
3258;13220;varzea paulista;SP
3259;13221;varzea paulista;SP
3260;13223;varzea paulista;SP
3261;13224;varzea paulista;SP
3262;13225;varzea paulista;SP
3263;13226;varzea paulista;SP
3264;13231;campo limpo paulista;SP
3265;13232;campo limpo paulista;SP
3266;13236;campo limpo paulista;SP
3267;13238;campo limpo paulista;SP
3268;13240;jarinu;SP
3269;13250;itatiba;SP
3270;13251;itatiba;SP
3271;13252;itatiba;SP
3272;13253;itatiba;SP
3273;13254;itatiba;SP
3274;13255;itatiba;SP
3275;13256;itatiba;SP
3276;13257;itatiba;SP
3277;13260;morungaba;SP
3278;13270;valinhos;SP
3279;13271;valinhos;SP
3280;13272;valinhos;SP
3281;13273;valinhos;SP
3282;13274;valinhos;SP
3283;13275;valinhos;SP
3284;13276;valinhos;SP
3285;13277;valinhos;SP
3286;13278;valinhos;SP
3287;13279;valinhos;SP
3288;13280;vinhedo;SP
3289;13282;vinhedo;SP
3290;13283;vinhedo;SP
3291;13284;vinhedo;SP
3292;13285;vinhedo;SP
3293;13287;vinhedo;SP
3294;13289;vinhedo;SP
3295;13290;louveira;SP
3296;13295;itupeva;SP
3297;13300;itu;SP
3298;13301;itu;SP
3299;13302;itu;SP
3300;13304;itu;SP
3301;13305;itu;SP
3302;13306;itu;SP
3303;13307;itu;SP
3304;13308;itu;SP
3305;13309;itu;SP
3306;13310;itu;SP
3307;13311;itu;SP
3308;13312;itu;SP
3309;13313;itu;SP
3310;13315;cabreuva;SP
3311;13318;jacare;SP
3312;13320;salto;SP
3313;13321;salto;SP
3314;13322;salto;SP
3315;13323;salto;SP
3316;13324;salto;SP
3317;13327;salto;SP
3318;13329;salto;SP
3319;13330;indaiatuba;SP
3320;13331;indaiatuba;SP
3321;13332;indaiatuba;SP
3322;13333;indaiatuba;SP
3323;13334;indaiatuba;SP
3324;13335;indaiatuba;SP
3325;13337;indaiatuba;SP
3326;13338;indaiatuba;SP
3327;13339;indaiatuba;SP
3328;13340;indaiatuba;SP
3329;13341;indaiatuba;SP
3330;13342;indaiatuba;SP
3331;13343;indaiatuba;SP
3332;13344;indaiatuba;SP
3333;13345;indaiatuba;SP
3334;13346;indaiatuba;SP
3335;13347;indaiatuba;SP
3336;13348;indaiatuba;SP
3337;13360;capivari;SP
3338;13380;nova odessa;SP
3339;13382;nova odessa;SP
3340;13385;nova odessa;SP
3341;13387;nova odessa;SP
3342;13390;rio das pedras;SP
3343;13400;piracicaba;SP
3344;13401;piracicaba;SP
3345;13402;piracicaba;SP
3346;13403;piracicaba;SP
3347;13405;piracicaba;SP
3348;13409;piracicaba;SP
3349;13411;piracicaba;SP
3350;13412;piracicaba;SP
3351;13414;piracicaba;SP
3352;13416;piracicaba;SP
3353;13417;piracicaba;SP
3354;13418;piracicaba;SP
3355;13419;piracicaba;SP
3356;13420;piracicaba;SP
3357;13422;piracicaba;SP
3358;13423;piracicaba;SP
3359;13424;piracicaba;SP
3360;13425;piracicaba;SP
3361;13426;piracicaba;SP
3362;13432;piracicaba;SP
3363;13450;santa barbara d'oeste;SP
3364;13450;santa barbara d oeste;SP
3365;13451;santa barbara d'oeste;SP
3366;13453;santa barbara d'oeste;SP
3367;13454;santa barbara d'oeste;SP
3368;13455;santa barbara d'oeste;SP
3369;13456;santa barbara d'oeste;SP
3370;13457;santa barbara d'oeste;SP
3371;13458;santa barbara d'oeste;SP
3372;13460;nova odessa;SP
3373;13465;americana;SP
3374;13466;americana;SP
3375;13467;americana;SP
3376;13468;americana;SP
3377;13469;americana;SP
3378;13470;americana;SP
3379;13471;americana;SP
3380;13472;americana;SP
3381;13473;americana;SP
3382;13474;americana;SP
3383;13475;americana;SP
3384;13476;americana;SP
3385;13477;americana;SP
3386;13478;americana;SP
3387;13479;americana;SP
3388;13480;limeira;SP
3389;13481;limeira;SP
3390;13482;limeira;SP
3391;13483;limeira;SP
3392;13484;limeira;SP
3393;13485;limeira;SP
3394;13486;limeira;SP
3395;13487;limeira;SP
3396;13490;cordeiropolis;SP
3397;13495;iracemapolis;SP
3398;13500;rio claro;SP
3399;13501;rio claro;SP
3400;13502;rio claro;SP
3401;13503;rio claro;SP
3402;13504;rio claro;SP
3403;13505;rio claro;SP
3404;13506;rio claro;SP
3405;13508;ajapi;SP
3406;13510;santa gertrudes;SP
3407;13520;sao pedro;SP
3408;13530;itirapina;SP
3409;13550;analandia;SP
3410;13560;sao carlos;SP
3411;13561;sao carlos;SP
3412;13562;sao carlos;SP
3413;13563;sao carlos;SP
3414;13564;sao carlos;SP
3415;13565;sao carlos;SP
3416;13566;sao carlos;SP
3417;13567;sao carlos;SP
3418;13568;sao carlos;SP
3419;13569;sao carlos;SP
3420;13570;sao carlos;SP
3421;13571;sao carlos;SP
3422;13572;sao carlos;SP
3423;13574;sao carlos;SP
3424;13575;sao carlos;SP
3425;13580;ribeirao bonito;SP
3426;13590;dourado;SP
3427;13600;araras;SP
3428;13602;araras;SP
3429;13603;araras;SP
3430;13604;araras;SP
3431;13606;araras;SP
3432;13607;araras;SP
3433;13609;araras;SP
3434;13610;leme;SP
3435;13611;leme;SP
3436;13613;leme;SP
3437;13614;leme;SP
3438;13616;leme;SP
3439;13617;leme;SP
3440;13625;santa cruz da conceicao;SP
3441;13630;pirassununga;SP
3442;13631;pirassununga;SP
3443;13632;pirassununga;SP
3444;13633;pirassununga;SP
3445;13635;pirassununga;SP
3446;13636;pirassununga;SP
3447;13641;pirassununga;SP
3448;13650;santa cruz das palmeiras;SP
3449;13660;porto ferreira;SP
3450;13670;santa rita do passa quatro;SP
3451;13690;descalvado;SP
3452;13700;casa branca;SP
3453;13707;venda branca;SP
3454;13710;tambau;SP
3455;13715;itobi;SP
3456;13720;sao jose do rio pardo;SP
3457;13730;mococa;SP
3458;13731;mococa;SP
3459;13732;mococa;SP
3460;13733;mococa;SP
3461;13735;mococa;SP
3462;13736;mococa;SP
3463;13760;tapiratiba;SP
3464;13770;caconde;SP
3465;13780;divinolandia;SP
3466;13790;sao sebastiao da grama;SP
3467;13800;mogi mirim;SP
3468;13801;mogi mirim;SP
3469;13802;mogi mirim;SP
3470;13803;mogi mirim;SP
3471;13806;mogi mirim;SP
3472;13806;mogi-mirim;SP
3473;13807;mogi mirim;SP
3474;13820;jaguariuna;SP
3475;13820;monte alegre do sul;SP
3476;13825;holambra;SP
3477;13830;santo antonio de posse;SP
3478;13835;conchal;SP
3479;13840;mogi-guacu;SP
3480;13841;mogi-guacu;SP
3481;13842;mogi-guacu;SP
3482;13843;mogi-guacu;SP
3483;13844;mogi-guacu;SP
3484;13845;mogi-guacu;SP
3485;13846;mogi-guacu;SP
3486;13847;mogi-guacu;SP
3487;13848;mogi-guacu;SP
3488;13860;aguai;SP
3489;13870;sao joao da boa vista;SP
3490;13871;sao joao da boa vista;SP
3491;13872;sao joao da boa vista;SP
3492;13873;sao joao da boa vista;SP
3493;13874;sao joao da boa vista;SP
3494;13875;sao joao da boa vista;SP
3495;13876;sao joao da boa vista;SP
3496;13880;vargem grande do sul;SP
3497;13890;aguas da prata;SP
3498;13900;amparo;SP
3499;13901;amparo;SP
3500;13902;amparo;SP
3501;13903;amparo;SP
3502;13904;amparo;SP
3503;13905;amparo;SP
3504;13920;pedreira;SP
3505;13930;serra negra;SP
3506;13940;aguas de lindoia;SP
3507;13950;lindoia;SP
3508;13960;socorro;SP
3509;13970;itapira;SP
3510;13971;itapira;SP
3511;13972;itapira;SP
3512;13973;itapira;SP
3513;13974;itapira;SP
3514;13976;itapira;SP
3515;13977;itapira;SP
3516;13986;barao ataliba nogueira;SP
3517;13990;espirito santo do pinhal;SP
3518;14010;ribeirao preto;SP
3519;14015;ribeirao preto;SP
3520;14020;ribeirao preto;SP
3521;14021;ribeirao preto;SP
3522;14022;ribeirao preto;SP
3523;14024;ribeirao preto;SP
3524;14025;ribeirao preto;SP
3525;14026;ribeirao preto;SP
3526;14027;ribeirao preto;SP
3527;14030;ribeirao preto;SP
3528;14031;ribeirao preto;SP
3529;14040;ribeirao preto;SP
3530;14050;ribeirao preto;SP
3531;14051;ribeirao preto;SP
3532;14055;ribeirao preto;SP
3533;14056;ribeirao preto;SP
3534;14057;ribeirao preto;SP
3535;14060;ribeirao preto;SP
3536;14062;ribeirao preto;SP
3537;14065;ribeirao preto;SP
3538;14066;ribeirao preto;SP
3539;14070;ribeirao preto;SP
3540;14071;ribeirao preto;SP
3541;14075;ribeirao preto;SP
3542;14076;ribeirao preto;SP
3543;14077;ribeirao preto;SP
3544;14080;ribeirao preto;SP
3545;14085;ribeirao preto;SP
3546;14090;ribeirao preto;SP
3547;14091;ribeirao preto;SP
3548;14092;ribeirao preto;SP
3549;14093;ribeirao preto;SP
3550;14094;ribeirao preto;SP
3551;14095;ribeirao preto;SP
3552;14096;ribeirao preto;SP
3553;14098;ribeirao preto;SP
3554;14110;bonfim paulista;SP
3555;14115;guatapara;SP
3556;14140;cravinhos;SP
3557;14150;serrana;SP
3558;14160;sertaozinho;SP
3559;14161;sertaozinho;SP
3560;14165;sertaozinho;SP
3561;14166;sertaozinho;SP
3562;14169;sertaozinho;SP
3563;14170;sertaozinho;SP
3564;14175;sertaozinho;SP
3565;14177;sertaozinho;SP
3566;14180;pontal;SP
3567;14200;sao simao;SP
3568;14210;luis antonio;SP
3569;14230;serra azul;SP
3570;14240;cajuru;SP
3571;14270;santa rosa de viterbo;SP
3572;14300;batatais;SP
3573;14340;brodowski;SP
3574;14350;altinopolis;SP
3575;14400;franca;SP
3576;14401;franca;SP
3577;14402;franca;SP
3578;14403;franca;SP
3579;14404;franca;SP
3580;14405;franca;SP
3581;14406;franca;SP
3582;14407;franca;SP
3583;14409;franca;SP
3584;14412;franca;SP
3585;14440;sao jose da bela vista;SP
3586;14450;jeriquara;SP
3587;14470;pedregulho;SP
3588;14500;ituverava;SP
3589;14530;miguelopolis;SP
3590;14540;igarapava;SP
3591;14570;buritizal;SP
3592;14580;guara;SP
3593;14600;sao joaquim da barra;SP
3594;14610;ipua;SP
3595;14620;orlandia;SP
3596;14640;morro agudo;SP
3597;14660;sales oliveira;SP
3598;14670;nuporanga;SP
3599;14680;jardinopolis;SP
3600;14700;bebedouro;SP
3601;14701;bebedouro;SP
3602;14702;bebedouro;SP
3603;14706;bebedouro;SP
3604;14708;bebedouro;SP
3605;14709;bebedouro;SP
3606;14711;bebedouro;SP
3607;14720;taiuva;SP
3608;14725;taiacu;SP
3609;14730;monte azul paulista;SP
3610;14735;severinia;SP
3611;14740;viradouro;SP
3612;14750;pitangueiras;SP
3613;14770;colina;SP
3614;14775;jaborandi;SP
3615;14780;barretos;SP
3616;14781;barretos;SP
3617;14783;barretos;SP
3618;14784;barretos;SP
3619;14790;guaira;SP
3620;14795;colombia;SP
3621;14800;araraquara;SP
3622;14801;araraquara;SP
3623;14802;araraquara;SP
3624;14803;araraquara;SP
3625;14804;araraquara;SP
3626;14805;araraquara;SP
3627;14806;araraquara;SP
3628;14807;araraquara;SP
3629;14808;araraquara;SP
3630;14810;araraquara;SP
3631;14811;araraquara;SP
3632;14815;ibate;SP
3633;14820;americo brasiliense;SP
3634;14835;motuca;SP
3635;14840;guariba;SP
3636;14850;pradopolis;SP
3637;14860;barrinha;SP
3638;14870;jaboticabal;SP
3639;14871;jaboticabal;SP
3640;14883;jaboticabal;SP
3641;14887;jaboticabal;SP
3642;14890;jaboticabal;SP
3643;14900;itapolis;SP
3644;14910;tabatinga;SP
3645;14920;nova europa;SP
3646;14930;boa esperanca do sul;SP
3647;14940;ibitinga;SP
3648;14955;borborema;SP
3649;14960;novo horizonte;SP
3650;15010;sao jose do rio preto;SP
3651;15013;sao jose do rio preto;SP
3652;15014;sao jose do rio preto;SP
3653;15015;sao jose do rio preto;SP
3654;15025;sao jose do rio preto;SP
3655;15035;sao jose do rio preto;SP
3656;15040;sao jose do rio preto;SP
3657;15041;sao jose do rio preto;SP
3658;15042;sao jose do rio preto;SP
3659;15043;sao jose do rio preto;SP
3660;15046;sao jose do rio preto;SP
3661;15047;sao jose do rio preto;SP
3662;15050;sao jose do rio preto;SP
3663;15051;sao jose do rio preto;SP
3664;15053;sao jose do rio preto;SP
3665;15054;sao jose do rio preto;SP
3666;15055;sao jose do rio preto;SP
3667;15056;sao jose do rio preto;SP
3668;15060;sao jose do rio preto;SP
3669;15061;sao jose do rio preto;SP
3670;15063;sao jose do rio preto;SP
3671;15070;sao jose do rio preto;SP
3672;15075;sao jose do rio preto;SP
3673;15076;sao jose do rio preto;SP
3674;15077;sao jose do rio preto;SP
3675;15080;sao jose do rio preto;SP
3676;15081;sao jose do rio preto;SP
3677;15084;sao jose do rio preto;SP
3678;15085;sao jose do rio preto;SP
3679;15091;sao jose do rio preto;SP
3680;15092;sao jose do rio preto;SP
3681;15093;sao jose do rio preto;SP
3682;15102;sao jose do rio preto;SP
3683;15105;potirendaba;SP
3684;15108;ipigua;SP
3685;15110;guapiacu;SP
3686;15115;bady bassitt;SP
3687;15120;neves paulista;SP
3688;15130;mirassol;SP
3689;15150;monte aprazivel;SP
3690;15154;engenheiro balduino;SP
3691;15155;jaci;SP
3692;15170;tanabi;SP
3693;15190;nhandeara;SP
3694;15200;jose bonifacio;SP
3695;15220;mendonca;SP
3696;15230;adolfo;SP
3697;15265;zacarias;SP
3698;15270;macaubal;SP
3699;15290;buritama;SP
3700;15300;general salgado;SP
3701;15310;magda;SP
3702;15315;sao joao de iracema;SP
3703;15320;floreal;SP
3704;15350;auriflama;SP
3705;15360;sud mennucci;SP
3706;15367;bandeirantes d'oeste;SP
3707;15370;pereira barreto;SP
3708;15385;ilha solteira;SP
3709;15390;itapura;SP
3710;15400;olimpia;SP
3711;15410;cajobi;SP
3712;15440;nova granada;SP
3713;15450;onda verde;SP
3714;15460;icem;SP
3715;15470;palestina;SP
3716;15480;orindiuva;SP
3717;15490;paulo de faria;SP
3718;15495;riolandia;SP
3719;15500;votuporanga;SP
3720;15501;votuporanga;SP
3721;15502;votuporanga;SP
3722;15503;votuporanga;SP
3723;15505;votuporanga;SP
3724;15520;valentim gentil;SP
3725;15525;parisi;SP
3726;15530;cosmorama;SP
3727;15570;cardoso;SP
3728;15600;fernandopolis;SP
3729;15620;macedonia;SP
3730;15630;pedranopolis;SP
3731;15650;estrela d oeste;SP
3732;15685;ouroeste;SP
3733;15690;indiapora;SP
3734;15700;jales;SP
3735;15704;jales;SP
3736;15706;jales;SP
3737;15707;jales;SP
3738;15710;sao francisco;SP
3739;15720;palmeira d oeste;SP
3740;15720;palmeira d'oeste;SP
3741;15745;paranapua;SP
3742;15750;santa albertina;SP
3743;15755;turmalina;SP
3744;15760;urania;SP
3745;15770;tres fronteiras;SP
3746;15773;nova canaa paulista;SP
3747;15775;santa fe do sul;SP
3748;15780;santa rita d'oeste;SP
3749;15800;catanduva;SP
3750;15801;catanduva;SP
3751;15802;catanduva;SP
3752;15803;catanduva;SP
3753;15805;catanduva;SP
3754;15806;catanduva;SP
3755;15807;catanduva;SP
3756;15808;catanduva;SP
3757;15810;catanduva;SP
3758;15813;catanduva;SP
3759;15820;pirangi;SP
3760;15825;paraiso;SP
3761;15828;palmares paulista;SP
3762;15830;pindorama;SP
3763;15840;itajobi;SP
3764;15850;urupes;SP
3765;15870;catigua;SP
3766;15880;tabapua;SP
3767;15890;uchoa;SP
3768;15895;cedral;SP
3769;15900;taquaritinga;SP
3770;15903;guariroba;SP
3771;15910;monte alto;SP
3772;15930;candido rodrigues;SP
3773;15940;fernando prestes;SP
3774;15950;santa adelia;SP
3775;15953;botelho;SP
3776;15960;ariranha;SP
3777;15990;matao;SP
3778;15991;matao;SP
3779;15995;matao;SP
3780;15996;matao;SP
3781;15997;matao;SP
3782;16010;aracatuba;SP
3783;16011;aracatuba;SP
3784;16013;aracatuba;SP
3785;16015;aracatuba;SP
3786;16018;aracatuba;SP
3787;16020;aracatuba;SP
3788;16021;aracatuba;SP
3789;16022;aracatuba;SP
3790;16025;aracatuba;SP
3791;16026;aracatuba;SP
3792;16050;aracatuba;SP
3793;16052;aracatuba;SP
3794;16057;aracatuba;SP
3795;16072;aracatuba;SP
3796;16074;aracatuba;SP
3797;16075;aracatuba;SP
3798;16200;birigui;SP
3799;16201;birigui;SP
3800;16202;birigui;SP
3801;16203;birigui;SP
3802;16204;birigui;SP
3803;16206;birigui;SP
3804;16207;birigui;SP
3805;16210;bilac;SP
3806;16220;gabriel monteiro;SP
3807;16230;piacatu;SP
3808;16250;clementina;SP
3809;16260;coroados;SP
3810;16290;brauna;SP
3811;16300;penapolis;SP
3812;16301;penapolis;SP
3813;16303;penapolis;SP
3814;16305;penapolis;SP
3815;16306;penapolis;SP
3816;16308;penapolis;SP
3817;16340;luiziania;SP
3818;16360;avanhandava;SP
3819;16370;promissao;SP
3820;16400;lins;SP
3821;16401;lins;SP
3822;16402;lins;SP
3823;16403;lins;SP
3824;16430;guaicara;SP
3825;16440;sabino;SP
3826;16450;getulina;SP
3827;16500;cafelandia;SP
3828;16570;guaranta;SP
3829;16600;pirajui;SP
3830;16660;pongai;SP
3831;16670;presidente alves;SP
3832;16700;guararapes;SP
3833;16790;bento de abreu;SP
3834;16800;mirandopolis;SP
3835;16850;lavinia;SP
3836;16880;valparaiso;SP
3837;16900;andradina;SP
3838;16901;andradina;SP
3839;16920;castilho;SP
3840;16940;nova independencia;SP
3841;16950;murutinga do sul;SP
3842;16980;guaracai;SP
3843;17011;bauru;SP
3844;17012;bauru;SP
3845;17013;bauru;SP
3846;17014;bauru;SP
3847;17015;bauru;SP
3848;17017;bauru;SP
3849;17018;bauru;SP
